EmployeeNumber,Attrition,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,PerformanceIndex,JobInvolvement,JobLevel,PerformanceRating,MonthlyAchievement,MonthlyIncome,Incentive,StockOptionLevel,DistanceFromHome,OverTime,StandardHours,RemoteWork,FlexibleWork,WorkLifeBalance,StressRating,StressSelfReported,ExtendedLeave,WelfareBenefits,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,InHouseFacility,ExternalFacility
1162,No,27,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,55,2,1,2,7950,5401,1620,1,6,31,40,1,1,3,1,1,1,4,0,4,3,3,1,4,4,2,2,2,intern,1,1
1163,No,34,Female,Married,1,Life Sciences,Sales,Sales Executive,Travel_Rarely,70,3,2,4,5829,5291,538,0,9,34,40,2,1,2,3,3,0,2,3,2,3,1,1,6,6,5,1,3,agent_C,0,0
1164,No,35,Male,Single,4,Technical Degree,Human Resources,Human Resources,Travel_Rarely,100,3,1,3,7108,8123,0,0,8,49,40,3,1,1,2,2,0,3,2,3,3,2,1,6,5,4,1,4,agent_C,1,1
1165,Yes,29,Female,Married,1,Life Sciences,Sales,Sales Executive,Travel_Rarely,45,2,3,2,11162,4838,0,1,23,0,40,4,1,1,2,2,0,2,3,4,1,1,1,11,11,8,3,10,agent_A,0,0
1166,No,40,Female,Single,4,Medical,Research & Development,Research Director,Travel_Frequently,88,3,3,3,13782,10612,3170,0,9,11,40,3,0,2,3,1,0,2,3,2,3,3,9,20,18,7,2,13,New_graduate_recruitment,0,0
1167,Yes,42,Male,Single,3,Life Sciences,Sales,Sales Executive,Travel_Frequently,44,3,4,2,2447,5173,0,0,12,13,40,3,0,2,4,3,0,3,2,3,1,2,0,22,21,9,13,14,intern,0,0
1171,No,42,Male,Single,4,Marketing,Sales,Sales Executive,Travel_Rarely,45,3,2,2,2253,7749,0,0,4,1,40,1,1,4,1,3,1,4,3,2,1,4,7,9,6,4,1,5,intern,1,1
1172,No,35,Male,Married,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,58,2,1,1,16340,8313,0,1,1,29,40,2,1,3,2,2,1,4,2,4,3,2,6,10,8,0,1,7,agent_C,1,0
1173,No,24,Male,Single,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,49,3,1,4,6409,5658,751,0,24,25,40,4,0,3,4,3,0,1,2,4,2,4,8,6,4,3,1,2,intern,0,0
1175,Yes,28,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,79,3,1,1,22955,6707,0,0,12,2,40,3,1,2,3,1,0,2,4,3,4,4,1,1,1,1,0,0,New_graduate_recruitment,0,0
1177,No,26,Male,Married,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,82,4,1,4,13421,10557,2864,1,3,25,40,3,1,3,2,2,0,3,2,1,4,2,1,8,8,7,0,7,agent_A,1,0
1179,No,30,Male,Married,3,Marketing,Sales,Sales Executive,Travel_Rarely,72,2,2,2,2706,6308,0,1,10,31,40,3,1,3,2,2,1,4,3,3,3,1,1,10,10,3,1,4,agent_C,1,1
1180,No,40,Female,Married,2,Medical,Research & Development,Research Scientist,Travel_Frequently,92,2,2,2,21203,5175,0,1,26,17,40,3,1,1,3,2,0,2,3,3,4,4,3,16,1,1,0,0,agent_A,0,0
1182,No,35,Male,Divorced,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,44,2,3,3,19588,5669,2692,1,2,10,40,4,0,4,3,2,0,1,2,3,2,2,2,15,7,7,6,4,agent_A,0,0
1184,No,34,Male,Single,3,Medical,Research & Development,Healthcare Representative,Travel_Frequently,97,2,2,4,25755,8872,4436,0,1,6,40,1,1,3,2,1,1,4,3,4,1,3,0,14,13,9,4,9,intern,1,1
1185,No,35,Male,Married,4,Other,Research & Development,Laboratory Technician,Travel_Frequently,47,2,1,2,26537,7176,0,1,4,34,40,3,0,4,3,1,0,2,2,4,4,2,1,2,2,2,2,2,New_graduate_recruitment,0,0
1188,Yes,43,Female,Single,3,Marketing,Sales,Sales Executive,Travel_Rarely,85,1,2,2,9489,8412,0,0,9,0,40,3,1,2,2,2,0,2,2,1,3,2,8,7,4,3,1,3,New_graduate_recruitment,1,0
1190,No,32,Female,Divorced,1,Life Sciences,Sales,Sales Representative,Non-Travel,76,3,1,2,14947,5777,0,3,2,4,40,2,1,3,2,2,0,2,3,3,1,3,1,1,1,0,0,0,intern,1,0
1191,No,56,Female,Divorced,4,Technical Degree,Research & Development,Manager,Travel_Rarely,92,3,5,2,18575,5049,0,1,4,2,40,3,0,3,3,3,0,1,2,4,1,4,4,28,5,2,4,2,intern,0,0
1192,No,29,Female,Married,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,54,3,1,2,26342,3761,1128,1,6,0,40,3,1,3,2,2,1,4,5,2,4,1,1,10,10,8,0,8,intern,1,1
1193,No,19,Male,Single,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,54,3,1,4,7172,8425,0,0,9,29,40,3,1,3,2,2,0,2,4,3,1,3,1,1,1,1,0,0,intern,1,0
1195,No,45,Female,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,83,3,1,3,20100,9644,4580,1,7,1,40,3,1,2,2,2,1,4,2,1,3,3,4,7,3,2,0,2,agent_C,1,1
1196,No,37,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,56,2,2,2,9961,6711,2013,1,1,19,40,1,1,2,1,1,1,4,2,4,4,2,1,14,14,8,3,11,intern,1,1
1198,No,20,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,87,2,1,3,12828,8355,0,0,3,2,40,1,0,2,3,1,0,1,2,1,3,1,1,2,2,2,1,2,direct_recruiting,1,0
1200,Yes,44,Male,Single,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,96,3,1,1,10826,5947,0,0,10,36,40,2,1,3,1,1,1,4,4,3,3,3,1,6,6,4,0,2,direct_recruiting,1,1
1201,No,53,Female,Divorced,2,Medical,Research & Development,Manager,Travel_Rarely,50,3,5,3,18640,5737,2725,1,7,1,40,3,0,3,2,1,0,1,6,4,3,2,3,26,7,7,4,7,intern,0,0
1202,No,29,Female,Married,1,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,69,1,1,3,26933,6836,3247,1,15,31,40,5,1,2,3,3,0,2,2,2,4,1,0,6,5,4,1,3,agent_A,0,0
1203,Yes,22,Male,Married,4,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,48,2,1,1,4223,9545,0,1,3,14,40,2,0,3,2,1,0,3,5,3,4,2,0,1,0,0,0,0,intern,0,0
1204,No,46,Female,Married,3,Marketing,Sales,Manager,Travel_Rarely,69,3,4,4,24097,5364,2682,0,2,14,40,2,1,3,3,3,1,3,2,3,1,1,8,28,26,15,15,9,agent_A,1,0
1206,No,44,Male,Single,3,Life Sciences,Research & Development,Research Scientist,Non-Travel,74,1,1,2,4279,6284,0,0,17,3,40,5,1,3,1,2,0,2,3,4,3,4,2,6,0,0,0,0,agent_B,1,1
1207,No,33,Male,Married,3,Human Resources,Human Resources,Human Resources,Travel_Rarely,99,3,1,2,8429,7052,1377,1,2,37,40,2,1,3,2,2,1,4,2,2,3,4,1,5,5,4,1,4,intern,1,1
1210,No,41,Male,Divorced,2,Life Sciences,Research & Development,Research Scientist,Non-Travel,95,2,1,2,20293,8124,2437,1,5,32,40,1,0,1,4,3,1,1,2,1,1,1,6,5,1,0,0,0,agent_C,0,0
1211,No,30,Male,Divorced,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,61,3,2,4,13192,8798,4394,3,29,27,40,5,0,3,4,1,0,1,3,3,1,3,8,8,4,3,0,3,agent_A,0,0
1212,No,40,Male,Married,4,Medical,Sales,Sales Executive,Travel_Frequently,62,3,2,2,25440,7087,2126,3,2,10,40,2,0,3,4,4,0,1,2,2,2,4,5,5,0,0,0,0,New_graduate_recruitment,0,0
1215,No,50,Female,Married,3,Medical,Research & Development,Manager,Travel_Frequently,30,3,4,4,9490,5582,2791,1,2,4,40,2,0,3,3,3,0,1,3,4,1,3,2,32,2,2,2,2,New_graduate_recruitment,0,0
1216,No,28,Male,Married,4,Medical,Research & Development,Laboratory Technician,Travel_Rarely,78,2,1,2,12449,6827,2048,3,19,7,40,2,1,3,2,1,1,4,2,4,1,3,1,6,6,5,3,3,intern,1,1
1217,No,46,Male,Married,2,Life Sciences,Research & Development,Research Director,Travel_Rarely,52,3,5,1,10849,5325,0,1,15,11,40,4,0,3,4,2,0,1,2,4,2,1,5,25,4,2,0,3,direct_recruiting,0,0
1218,No,35,Male,Married,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,94,3,2,3,21026,7503,3563,3,17,37,40,3,1,3,2,1,1,4,2,3,1,4,3,15,7,7,1,7,intern,1,1
1219,Yes,24,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,97,3,1,2,3372,6592,0,1,17,0,40,0,0,1,3,3,0,1,3,4,2,1,1,1,1,0,0,0,agent_A,0,0
1220,No,33,Female,Married,3,Medical,Sales,Sales Executive,Travel_Frequently,82,3,2,1,4905,6160,0,1,25,1,40,4,1,2,2,2,0,3,3,2,3,1,1,10,10,7,0,1,agent_A,0,0
1221,No,36,Male,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,60,1,1,2,6865,9138,0,1,6,1,40,1,1,3,1,1,1,4,4,3,3,3,1,7,7,7,1,7,agent_B,1,1
1224,No,30,Male,Divorced,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,49,3,2,2,11309,11242,0,3,7,23,40,3,1,2,2,1,0,3,4,3,3,1,1,10,10,7,8,9,intern,1,0
1225,No,44,Male,Single,4,Other,Research & Development,Research Scientist,Travel_Rarely,32,3,2,4,7744,7187,557,0,29,39,40,5,1,3,2,3,0,4,3,4,4,2,1,20,20,11,13,17,intern,1,1
1226,No,20,Male,Single,3,Marketing,Sales,Sales Representative,Travel_Rarely,43,4,1,3,5050,5136,0,0,21,1,40,5,1,3,2,2,0,3,2,3,4,4,1,2,2,1,2,2,intern,1,0
1228,No,46,Male,Divorced,4,Technical Degree,Research & Development,Manufacturing Director,Travel_Rarely,60,3,2,1,17433,6581,0,1,2,30,40,2,1,2,1,1,1,4,3,4,4,3,2,12,6,3,1,4,agent_B,1,1
1231,No,42,Male,Married,5,Medical,Human Resources,Human Resources,Non-Travel,79,4,2,3,12858,8720,0,1,2,5,40,2,0,4,3,2,1,2,3,4,1,1,7,10,4,3,0,3,intern,1,0
1233,No,60,Male,Divorced,4,Marketing,Sales,Sales Executive,Travel_Rarely,52,4,2,3,10893,5895,2800,1,7,9,40,4,0,3,3,3,0,2,3,2,4,2,0,12,11,7,1,9,intern,0,0
1234,No,32,Female,Married,3,Other,Research & Development,Laboratory Technician,Travel_Frequently,77,2,1,4,7331,6229,1102,1,13,5,40,4,0,3,3,3,0,2,2,3,2,3,1,2,2,2,2,2,intern,0,0
1235,No,32,Female,Single,2,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,38,3,2,2,2338,4401,0,0,2,34,40,2,0,3,2,2,0,3,2,4,3,4,4,10,8,7,0,7,agent_B,1,0
1237,No,36,Female,Divorced,3,Technical Degree,Research & Development,Manufacturing Director,Travel_Rarely,77,1,3,3,4235,5077,0,1,1,24,40,1,0,3,2,2,0,1,2,3,1,3,2,17,7,7,7,7,agent_B,0,0
1238,No,33,Male,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,60,3,1,2,6311,8769,0,1,9,2,40,5,1,3,1,1,1,4,5,1,4,2,0,15,14,10,4,10,intern,1,1
1239,Yes,40,Female,Divorced,3,Technical Degree,Sales,Sales Executive,Travel_Rarely,84,2,2,2,11591,8302,0,1,10,39,40,1,0,4,5,3,0,1,2,2,2,2,7,7,5,1,1,3,intern,0,0
1240,No,25,Male,Single,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,57,3,2,3,20623,6698,3181,0,10,3,40,4,0,3,3,3,0,2,4,3,4,2,0,5,4,3,1,1,intern,1,0
1241,No,30,Male,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,63,3,1,4,9369,5991,2995,1,1,1,40,3,1,3,3,2,0,3,2,4,2,1,0,12,11,9,5,7,intern,1,0
1242,No,42,Female,Married,5,Medical,Research & Development,Research Director,Travel_Frequently,60,3,3,3,23281,9074,4310,0,26,35,40,4,0,3,4,4,0,1,6,1,1,3,3,20,1,0,0,0,intern,0,0
1243,No,35,Female,Married,2,Marketing,Sales,Sales Executive,Non-Travel,78,2,3,1,13755,8114,0,1,8,6,40,4,1,2,2,3,1,4,6,3,4,2,4,16,13,2,4,12,intern,1,1
1244,No,27,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,42,3,1,2,14377,4519,1355,2,14,4,40,3,1,2,2,3,0,3,3,1,1,4,1,9,9,7,6,8,agent_B,0,0
1245,No,54,Female,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,53,3,3,3,9659,7754,1905,1,1,0,40,2,0,1,2,2,0,1,2,4,3,1,7,33,5,4,1,4,New_graduate_recruitment,0,0
1246,No,44,Female,Married,1,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,72,4,1,2,19982,4678,0,1,2,11,40,2,1,3,2,1,1,4,5,1,4,4,1,10,10,5,7,7,intern,1,1
1248,No,19,Female,Single,3,Medical,Research & Development,Research Scientist,Non-Travel,96,2,1,3,6148,8610,0,0,10,0,40,3,0,4,3,2,0,1,2,1,2,2,1,1,1,1,0,0,agent_A,1,0
1249,No,29,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,97,3,1,2,5598,6357,0,3,1,16,40,2,0,3,3,3,0,1,5,1,4,1,1,3,3,2,1,2,agent_B,0,0
1250,No,54,Male,Married,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,85,3,4,3,23474,8263,0,0,3,36,40,3,0,3,3,1,0,2,2,4,4,1,3,36,10,9,0,9,agent_A,0,0
1251,No,31,Male,Married,2,Medical,Research & Development,Healthcare Representative,Travel_Rarely,80,3,2,2,17089,6161,0,0,11,20,40,2,0,2,4,1,0,1,2,3,1,4,1,6,6,5,0,1,intern,0,0
1252,No,31,Female,Single,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,96,2,2,4,17198,8319,4159,0,24,8,40,4,1,3,2,2,1,4,2,3,1,2,1,10,10,9,1,8,intern,1,1
1254,No,59,Female,Single,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,48,2,2,3,16490,4709,2236,0,3,16,40,3,1,3,2,2,0,3,2,3,4,4,5,13,6,1,0,5,New_graduate_recruitment,1,1
1255,No,43,Male,Married,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,96,1,5,3,18625,7817,3713,1,3,25,40,2,0,3,2,1,0,2,2,3,4,2,3,25,8,7,0,7,agent_A,1,0
1256,No,49,Male,Married,2,Medical,Research & Development,Manager,Travel_Rarely,85,2,5,2,12124,9728,0,1,4,27,40,2,1,4,2,2,1,3,2,1,3,3,2,23,1,0,0,0,agent_A,1,0
314,No,36,Female,Married,3,Marketing,Research & Development,Sales Executive,Travel_Frequently,46,3,3,2,9256,6352,1905,0,1,12,40,2,1,2,1,1,1,4,2,3,2,3,1,11,11,8,1,9,direct_recruiting,1,1
1258,No,48,Male,Single,2,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,76,4,1,1,16620,7787,0,0,2,17,40,1,1,2,1,1,0,4,4,4,2,3,5,7,1,0,0,0,intern,1,1
1259,No,27,Male,Divorced,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,76,3,1,1,3208,6133,0,3,4,15,40,1,0,3,3,3,0,1,2,1,3,2,1,5,5,3,0,3,direct_recruiting,0,0
1260,No,29,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,82,3,2,1,4204,8209,0,2,7,1,40,1,1,3,2,2,0,3,2,3,4,2,1,6,6,0,1,0,intern,1,0
1263,No,48,Male,Single,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,76,2,5,2,8733,8083,650,0,1,11,40,3,0,4,2,1,0,1,3,4,4,3,6,25,1,0,0,0,intern,1,0
690,No,30,Female,Divorced,2,Medical,Research & Development,Sales Executive,Travel_Rarely,87,2,4,3,3423,7703,0,2,3,1,40,4,0,2,2,1,0,2,2,4,4,2,1,7,7,1,2,3,intern,1,0
1265,No,34,Female,Married,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,89,4,1,3,21643,8918,4236,0,20,6,40,3,1,2,3,3,0,2,5,3,3,4,0,2,1,0,0,0,intern,0,0
1340,No,41,Male,Married,2,Life Sciences,Sales,Research Scientist,Travel_Rarely,88,3,5,1,8751,6569,0,1,16,8,40,2,0,3,3,3,0,3,5,2,2,3,9,7,5,3,1,1,intern,1,0
1268,No,33,Male,Divorced,5,Marketing,Sales,Sales Executive,Travel_Rarely,82,4,3,3,21708,9465,4495,2,10,13,40,4,1,3,2,1,0,4,3,4,3,4,0,10,9,8,0,8,intern,1,1
1269,No,19,Female,Single,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,57,4,1,2,21221,7661,2298,0,25,14,40,4,1,3,2,1,0,3,2,2,4,4,1,1,1,0,0,1,intern,1,1
1270,No,23,Male,Married,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,47,3,1,4,16901,3529,1764,1,1,6,40,4,1,3,2,4,0,4,2,4,3,4,1,1,1,0,0,1,intern,1,1
1273,Yes,25,Male,Single,1,Life Sciences,Sales,Sales Representative,Travel_Frequently,73,1,1,2,8040,6184,0,0,24,0,40,0,1,3,1,1,1,4,4,3,4,4,1,1,1,0,1,0,agent_C,1,1
1275,No,26,Male,Single,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,53,3,1,4,9973,6578,3289,0,4,8,40,4,0,2,3,2,0,2,2,3,4,2,1,8,8,5,2,2,intern,0,0
1277,Yes,45,Female,Single,3,Marketing,Sales,Manager,Travel_Rarely,94,1,5,3,2493,6130,0,0,2,32,40,2,1,3,2,2,1,4,2,1,2,1,2,26,24,10,1,11,agent_A,1,1
1278,No,55,Male,Divorced,1,Medical,Research & Development,Healthcare Representative,Non-Travel,37,2,4,3,25592,4533,0,1,8,26,40,3,1,3,3,3,0,4,3,4,2,4,1,34,33,9,15,0,intern,1,1
1279,Yes,21,Female,Single,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,45,2,1,4,25308,10767,0,0,10,7,40,3,0,1,4,4,0,1,2,1,3,3,1,2,2,2,2,2,intern,0,0
1280,No,46,Female,Married,2,Marketing,Sales,Manager,Travel_Rarely,33,2,5,3,9946,3663,1739,1,4,6,40,1,0,3,3,1,0,1,2,4,2,3,2,26,11,4,0,8,intern,0,0
475,No,31,Female,Divorced,2,Technical Degree,Sales,Sales Executive,Travel_Rarely,86,3,2,2,6039,8244,0,0,25,8,40,1,1,3,2,2,1,3,3,3,1,4,7,5,3,3,3,3,intern,1,1
1282,No,51,Male,Divorced,3,Life Sciences,Sales,Manager,Travel_Frequently,83,3,5,4,19196,4994,2497,1,9,0,40,3,0,2,4,4,0,1,5,4,2,1,4,31,29,10,11,10,intern,0,0
1283,No,59,Male,Single,4,Medical,Research & Development,Manufacturing Director,Travel_Rarely,67,3,3,2,20002,9038,0,0,18,13,40,3,0,2,3,2,0,1,6,4,4,4,6,25,9,7,5,4,intern,0,0
1285,No,34,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,Travel_Frequently,46,3,2,2,22534,4696,0,2,19,18,40,3,0,4,4,3,0,2,2,3,2,3,4,15,11,8,5,10,agent_A,0,0
1286,No,28,Male,Single,4,Medical,Research & Development,Laboratory Technician,Travel_Frequently,44,3,1,1,6842,7510,0,0,1,10,40,2,0,2,3,3,0,1,2,4,3,3,0,5,4,2,0,2,agent_C,0,0
1288,No,44,Male,Divorced,2,Life Sciences,Research & Development,Manager,Travel_Rarely,92,4,5,3,17477,9485,4505,2,4,13,40,0,0,2,3,3,1,2,4,3,1,4,1,26,25,9,14,13,intern,1,0
1289,No,34,Male,Married,3,Life Sciences,Human Resources,Human Resources,Travel_Frequently,56,2,2,1,21833,8489,0,2,11,28,40,2,1,4,2,3,0,3,5,3,2,4,4,14,10,9,1,8,intern,0,0
352,No,41,Male,Married,2,Medical,Research & Development,Research Director,Travel_Rarely,66,3,5,3,6020,5845,0,0,2,9,40,3,1,3,2,2,0,3,3,3,3,4,0,23,22,8,4,10,intern,1,0
1292,No,42,Female,Married,4,Medical,Research & Development,Research Scientist,Travel_Rarely,78,4,2,3,5628,6985,0,0,7,28,40,3,1,3,3,2,0,2,2,2,2,4,6,18,1,0,0,0,intern,0,0
1293,No,43,Female,Single,4,Marketing,Sales,Sales Executive,Travel_Rarely,56,2,3,3,20364,8811,4185,0,4,39,40,3,1,4,1,1,1,4,3,4,4,4,3,23,21,7,15,17,intern,1,1
1294,No,36,Female,Single,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,53,3,2,1,2323,8239,0,0,2,3,40,2,0,3,2,2,0,2,2,3,2,4,9,18,16,14,5,12,intern,1,0
1295,Yes,44,Female,Married,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,73,3,3,1,14075,4313,0,1,15,0,40,4,1,3,4,4,0,2,2,1,4,4,1,10,10,7,0,5,agent_C,0,0
1296,No,28,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,52,2,1,2,14222,11448,0,1,2,30,40,3,0,3,2,2,0,3,2,4,4,2,1,2,2,2,2,2,intern,0,0
1297,No,51,Female,Single,2,Medical,Research & Development,Laboratory Technician,Travel_Frequently,40,2,1,3,4257,5865,0,0,6,16,40,3,0,2,3,3,0,2,6,2,3,2,0,8,7,0,7,7,intern,0,0
1022,No,49,Male,Single,3,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,72,3,2,3,12858,6794,3227,0,6,5,40,3,0,3,2,1,0,1,3,3,3,3,2,20,3,3,3,3,intern,1,1
1299,Yes,29,Female,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,39,3,1,2,17285,2488,497,2,7,10,40,2,0,3,5,2,0,2,2,2,3,1,3,10,7,7,7,7,agent_B,0,0
1301,No,28,Male,Single,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,84,3,1,1,4732,8361,0,0,1,14,40,0,0,2,3,1,0,1,2,4,1,2,2,5,3,2,1,2,intern,1,0
1303,No,25,Female,Single,3,Medical,Research & Development,Research Scientist,Travel_Rarely,40,3,1,2,18830,10023,0,0,1,10,40,2,1,2,2,2,0,2,3,4,2,4,1,2,2,2,2,1,agent_B,1,0
1304,No,32,Male,Married,3,Medical,Sales,Sales Executive,Travel_Rarely,56,4,2,3,11693,8697,2996,2,8,2,40,3,1,4,1,2,0,4,4,3,4,3,1,10,10,7,0,8,intern,1,1
1306,No,45,Female,Single,3,Medical,Research & Development,Manager,Travel_Frequently,83,3,5,4,13035,7594,3797,0,25,32,40,5,0,3,3,1,0,1,4,2,2,3,3,22,0,0,0,0,agent_A,0,0
1307,No,39,Female,Divorced,4,Medical,Research & Development,Manager,Travel_Rarely,94,2,4,2,17334,5378,0,2,13,28,40,2,1,3,2,2,1,4,4,3,2,4,6,21,19,9,15,2,intern,1,1
1308,No,58,Male,Divorced,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,88,3,1,2,26076,6881,0,2,23,35,40,4,0,3,3,2,0,1,3,1,3,4,1,2,2,2,2,2,intern,0,0
1309,Yes,32,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,79,3,2,3,22845,5854,2341,1,7,26,40,3,1,3,2,1,0,4,3,4,3,1,1,10,10,4,1,1,New_graduate_recruitment,1,1
1310,Yes,39,Male,Single,3,Medical,Research & Development,Research Scientist,Travel_Rarely,93,3,1,2,22154,8461,0,0,23,1,40,0,0,3,4,3,0,1,2,3,1,1,0,6,5,2,0,3,intern,1,0
1311,No,30,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,48,2,2,2,23631,8411,0,1,6,28,40,3,1,3,2,1,1,4,6,1,4,1,0,10,9,2,6,7,intern,1,0
1312,No,36,Female,Married,4,Technical Degree,Research & Development,Healthcare Representative,Travel_Rarely,63,3,3,2,5747,7958,0,0,10,4,40,2,1,3,1,1,1,4,0,4,3,1,3,10,7,7,1,7,intern,1,1
1314,No,46,Female,Single,2,Life Sciences,Human Resources,Human Resources,Travel_Rarely,44,3,1,2,22957,5698,1709,0,1,25,40,2,0,4,2,1,0,2,3,4,1,3,6,10,7,6,5,7,intern,1,0
1782,No,39,Female,Married,2,Other,Research & Development,Laboratory Technician,Non-Travel,55,1,2,1,16392,5646,0,3,6,11,40,3,1,3,1,1,1,4,6,3,4,1,1,6,6,5,1,5,intern,1,1
1317,No,50,Female,Married,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,43,3,4,1,22422,4770,0,0,28,18,40,2,0,3,4,2,0,1,2,4,1,2,4,25,3,2,1,2,intern,0,0
1318,Yes,40,Male,Single,4,Marketing,Sales,Sales Executive,Travel_Rarely,57,2,3,2,17235,9796,0,0,25,23,40,0,1,3,2,2,0,2,2,4,2,3,2,9,5,4,1,0,intern,1,0
1319,Yes,52,Male,Single,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,64,3,3,4,21534,6706,3017,0,5,3,40,4,0,2,4,3,0,2,2,2,2,3,9,10,8,7,7,7,intern,0,0
1321,No,30,Female,Married,4,Medical,Research & Development,Manager,Travel_Rarely,95,3,3,4,25927,6283,3141,2,17,37,40,4,1,3,2,3,1,3,2,2,1,4,1,9,9,1,0,8,intern,1,0
1322,No,39,Male,Single,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,32,3,2,1,13352,7263,0,0,18,19,40,4,0,3,2,5,0,1,6,1,3,1,0,9,8,7,1,7,intern,0,0
1324,No,31,Female,Divorced,4,Life Sciences,Sales,Sales Executive,Non-Travel,57,3,3,4,8935,11385,0,1,2,28,40,4,1,2,2,2,1,4,5,4,3,1,1,10,10,8,9,6,agent_A,1,1
1329,No,41,Male,Single,2,Medical,Sales,Sales Executive,Non-Travel,40,1,2,2,22074,5002,0,0,10,19,40,3,1,3,2,2,1,4,4,3,2,1,1,19,19,2,11,9,intern,1,1
1331,Yes,31,Female,Single,3,Life Sciences,Sales,Sales Representative,Travel_Frequently,54,3,1,1,8319,3935,0,0,1,5,40,1,0,4,4,3,0,1,2,4,2,1,1,3,3,2,2,2,agent_B,0,0
1333,No,44,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,89,3,1,2,14669,9109,0,0,3,19,40,0,0,4,3,3,0,2,4,1,1,3,4,10,3,2,1,2,intern,1,0
1334,No,42,Male,Married,1,Life Sciences,Research & Development,Manager,Non-Travel,37,3,4,2,26582,6755,2026,0,2,36,40,3,1,2,2,2,0,4,3,3,3,4,0,21,20,8,2,10,intern,1,1
1336,No,55,Female,Married,2,Medical,Research & Development,Manager,Travel_Rarely,58,1,5,3,6992,6369,623,1,2,4,40,2,1,3,1,1,1,4,5,4,3,4,4,23,19,9,9,11,intern,1,1
1338,No,56,Male,Single,4,Life Sciences,Human Resources,Manager,Travel_Rarely,99,3,5,3,4022,9207,0,0,8,1,40,4,0,3,2,2,0,1,4,4,2,1,6,36,7,3,7,7,intern,1,0
